date,temperature,vibration,pressure
20-08-2010,24.59823056,0.092590899,10.01007296
21-08-2010,27.74008985,0.085624564,9.459815577
22-08-2010,26.8694694,0.057115889,9.542571063
23-08-2010,23.4113053,0.065477346,10.4547119
24-08-2010,28.08920681,0.053197686,9.697074276
25-08-2010,25.45885873,0.089553829,9.770408808
26-08-2010,19.7763781,0.054043359,9.691429074
27-08-2010,23.45437754,0.044731094,9.486661699
28-08-2010,24.20679269,0.037483291,9.589904621
29-08-2010,23.76403828,0.040952158,10.15142886
30-08-2010,25.08108283,0.016042812,10.08929007
31-08-2010,26.01241882,0.033346486,9.662927046
1/9/2010,23.70527722,0.010485957,10.05264164
2/9/2010,27.10370016,0.062551395,9.000869176
3/9/2010,25.42359547,0.026064016,11.09620041
4/9/2010,23.06368228,0.069101083,9.739686814
5/9/2010,25.06304474,0.054216009,9.879214893
6/9/2010,23.5233109,0.028056768,9.225935523
7/9/2010,24.55094738,0.044026473,9.912750769
8/9/2010,24.0346307,0.072265947,10.18646106
9/9/2010,26.46758206,0.060263617,10.58804938
10/9/2010,24.48974457,0.03679616,10.28438808
11/9/2010,21.07200925,0.018096797,10.38885922
12/9/2010,24.48396335,0.023378704,9.826507194
13-09-2010,25.76303788,0.042601941,8.980369492
14-09-2010,27.05694813,0.042937581,9.996149966
15-09-2010,25.7265894,0.025680857,9.910881119
16-09-2010,25.09618978,0.03488819,10.45626937
17-09-2010,26.35478387,-0.011621921,10.18111731
18-09-2010,26.50967572,0.063058899,9.69566808
19-09-2010,25.26427843,0.042677374,10.15915538
20-09-2010,27.3869358,0.059103187,10.50768118
21-09-2010,23.10176581,0.045324428,9.862502805
27-09-2010,23.5547992,0.056800133,9.52366289
30-09-2010,24.73478745,0.059215816,10.1286538
1/10/2010,23.77888014,0.048008331,10.24918174
2/10/2010,25.76347364,0.06829628,10.31777097
3/10/2010,25.04910703,0.084065519,9.546636862
4/10/2010,21.62547794,0.017046774,9.951216789
5/10/2010,25.42826425,0.045265252,10.64763693
6/10/2010,24.1444638,0.067996939,9.520044613
7/10/2010,23.95666735,0.04178298,9.508794381
8/10/2010,24.90722251,0.055691231,9.209434199
9/10/2010,23.58624412,0.003412724,9.798819974
10/10/2010,21.09355975,0.051380917,10.80209875
11/10/2010,28.69254939,0.056983468,10.56467077
12/10/2010,23.65332112,0.073702266,9.909970152
13-10-2010,25.87382638,0.076678864,11.28910392
14-10-2010,21.14996249,0.056777325,10.55696981
15-10-2010,27.04675636,0.016856005,9.850364209
16-10-2010,24.6974872,0.054471961,9.778794749
17-10-2010,26.69854055,0.044451136,10.08821213
18-10-2010,27.85259127,0.067214499,10.19874343
19-10-2010,23.01169459,0.077351265,10.52457567
20-10-2010,27.11141483,0.056105837,8.93424751
21-10-2010,25.14851988,0.031149771,9.039126901
22-10-2010,26.80469408,0.067319862,10.42313479
23-10-2010,23.66715097,0.063069575,9.193540615
24-10-2010,25.94406098,0.047297941,9.206734128
25-10-2010,27.55481042,0.042656394,10.26876446
26-10-2010,25.3622905,0.043296231,9.898036459
27-10-2010,22.66933929,0.049778097,10.27800794
28-10-2010,22.1978582,0.071388345,10.17692173
29-10-2010,25.24884113,0.042418128,10.15067799
30-10-2010,23.59475876,0.073027843,9.882938299
31-10-2010,26.53035774,0.040210385,9.534788648
1/11/2010,28.0834464,0.051795399,9.530500101
3/11/2010,21.49024652,0.049143619,9.891335742
4/11/2010,30.21321173,0.012421631,9.611103498
5/11/2010,28.06872916,0.050008259,9.288333354
6/11/2010,20.93237117,0.047310194,10.65399931
7/11/2010,21.94382778,0.075786321,9.587515169
8/11/2010,23.13839834,0.014435231,10.1312812
9/11/2010,25.61981758,0.045644325,10.39146921
10/11/2010,25.14423571,0.046482616,9.818308332
11/11/2010,24.7510068,0.043177875,9.518809347
12/11/2010,22.94369801,0.054720188,9.602612124
13-11-2010,23.55155812,0.086459876,10.00510266
14-11-2010,24.10065314,0.042687119,10.17605938
15-11-2010,23.5911007,0.012102045,10.34912016
16-11-2010,24.56443637,0.05258735,10.17034126
17-11-2010,24.76041721,0.070162876,11.07573924
18-11-2010,30.86568646,0.04112448,9.626035781
19-11-2010,23.26020737,0.041258498,9.826298314
20-11-2010,24.77097433,0.028574813,10.5730236
21-11-2010,25.02957025,0.072630632,10.87111763
22-11-2010,26.74023915,0.055066029,9.449898296
23-11-2010,23.35470147,0.028752703,10.19778404
24-11-2010,26.93932466,0.049174455,10.30138535
25-11-2010,26.29322642,0.059772642,9.580412394
26-11-2010,26.74811672,0.064705661,9.639889179
27-11-2010,27.96798977,0.063531127,10.57953472
28-11-2010,27.31217883,0.039042171,10.72638313
29-11-2010,23.80647795,0.059822235,9.627001834
30-11-2010,23.16614113,0.052882367,9.788449346
1/12/2010,24.90541858,0.044400388,9.208629278
2/12/2010,23.42779861,0.039037752,10.4049148
3/12/2010,22.99632745,0.05547744,9.369386353
4/12/2010,25.41925246,0.045309075,9.882070317
5/12/2010,26.58449913,0.033796165,9.839712501
6/12/2010,27.05486948,0.031981563,9.87802393
7/12/2010,28.70390633,0.088328754,11.01604515
8/12/2010,29.26203033,0.03225529,10.18732236
9/12/2010,24.20505673,0.019504748,9.646448326
10/12/2010,25.13030784,0.071352325,9.399836651
11/12/2010,25.77726648,0.034066431,9.79895737
12/12/2010,26.13417798,0.029383019,10.17797162
13-12-2010,22.32741645,0.05500232,9.312362309
14-12-2010,21.61716149,0.067809669,9.914196284
15-12-2010,21.97029567,0.074507672,10.43942737
16-12-2010,26.63117679,0.027630318,9.846136384
17-12-2010,23.67185577,0.017258014,9.815369392
18-12-2010,24.74632382,0.066038517,10.28165713
19-12-2010,22.91504571,0.092657979,10.91593971
20-12-2010,25.02119996,0.047638945,10.1894723
21-12-2010,25.71511998,0.102646375,9.65866525
22-12-2010,22.71975023,0.069562299,9.871376285
23-12-2010,25.71842189,0.066477097,10.35962907
24-12-2010,24.00104272,0.006204376,10.45334994
25-12-2010,24.92666608,0.062455014,9.957273739
26-12-2010,25.29593523,0.043714066,10.80148201
27-12-2010,27.43550765,0.042404361,10.46328578
28-12-2010,23.35113084,0.063431423,10.87929956
29-12-2010,23.58219066,0.056822305,9.830752492
30-12-2010,23.717123,0.090865907,9.793238521
31-12-2010,28.92479603,0.056637182,9.383978297
2/1/2011,21.83366336,0.088911985,10.14179916
3/1/2011,22.57332392,0.045863715,9.404739555
4/1/2011,26.43598739,0.070855823,10.21090605
5/1/2011,23.33007441,0.017130267,10.02616657
6/1/2011,23.41495093,0.041239991,9.621782511
7/1/2011,24.37567399,0.038721853,10.16945952
8/1/2011,26.03342345,0.059999452,10.1456634
10/1/2011,22.63426691,0.048307751,10.49362016
11/1/2011,27.04270142,0.08647905,11.04885884
12/1/2011,22.73780281,0.017134501,9.472905578
13-01-2011,28.78970013,0.029027155,10.15491864
14-01-2011,22.72641379,0.065946377,10.36483729
15-01-2011,23.20303985,0.066374861,10.16818733
16-01-2011,24.10230099,0.068181489,8.672815422
17-01-2011,28.2708288,0.052342456,10.11616635
18-01-2011,24.26857816,0.085953954,9.752345469
19-01-2011,23.08033347,0.086444783,8.403194368
20-01-2011,27.93441083,0.034937108,10.45432823
21-01-2011,26.73209773,0.048948514,9.54068055
22-01-2011,25.64592435,0.052779992,9.240128172
23-01-2011,26.54305487,0.013942765,9.055191262
24-01-2011,25.12900199,0.067986585,10.19315284
25-01-2011,24.93827193,0.080461123,9.958337984
26-01-2011,24.55859096,0.025487721,10.11561272
27-01-2011,27.12885697,0.086775949,9.958365779
28-01-2011,22.78932234,0.023561376,9.805374131
29-01-2011,24.56480569,0.052351303,10.60923229
30-01-2011,23.05539159,0.033300919,10.02463876
31-01-2011,25.99085616,0.06678144,10.18422694
1/2/2011,22.29885887,0.040786657,9.360193378
2/2/2011,28.16546751,0.083060676,9.857830018
3/2/2011,26.17102868,0.056558048,9.044376988
4/2/2011,22.44250887,0.069874122,9.119278969
5/2/2011,25.11201475,0.048652647,11.00631397
6/2/2011,22.27691242,0.022608686,10.4003475
7/2/2011,23.99554131,0.057365624,10.32577187
8/2/2011,23.62959159,0.012775818,9.894789593
9/2/2011,24.0007442,0.055257329,10.08111043
10/2/2011,27.51135627,0.078734532,9.784345105
11/2/2011,21.93461101,0.020682877,9.998310585
12/2/2011,24.63385564,0.033844877,9.685741857
13-02-2011,28.10054731,0.068805722,9.205353852
14-02-2011,19.53391367,0.099502182,9.423551561
15-02-2011,25.33577382,0.05141156,9.548099815
16-02-2011,22.99861004,0.019217514,9.342141027
17-02-2011,22.6821605,0.060326735,10.49262313
18-02-2011,26.47780112,0.07625256,9.18900463
19-02-2011,24.38282152,0.078384884,9.445374654
20-02-2011,27.69692005,0.050529908,10.07711129
21-02-2011,24.42092365,0.063137508,9.790813523
22-02-2011,22.03083427,0.060862211,10.02637259
23-02-2011,25.45191153,0.003475928,9.994251438
24-02-2011,26.00760197,0.075022054,10.53309103
25-02-2011,25.9048483,0.07184604,10.43257631
26-02-2011,25.73485145,0.042583008,10.62888798
27-02-2011,28.56559574,0.047226107,9.840231349
28-02-2011,25.25723207,0.060224356,9.961258035
1/3/2011,24.71317969,0.061757168,10.26029794
2/3/2011,27.09208522,0.070656686,9.273908608
3/3/2011,25.90659138,0.056031662,10.12615538
4/3/2011,24.11560146,0.036551404,9.667651709
5/3/2011,25.85405632,0.065146906,10.45033091
6/3/2011,24.22536569,0.012056806,10.05752737
7/3/2011,25.71134806,0.044642055,10.12809631
8/3/2011,22.92082971,0.107003014,9.771977771
9/3/2011,24.94386288,0.04105353,11.29226725
10/3/2011,25.24120979,0.074231221,10.07684363
11/3/2011,26.70697239,0.060810367,10.42750704
12/3/2011,21.77153301,0.059376832,9.500902384
13-03-2011,24.6084005,0.038273102,9.428453139
14-03-2011,26.01664155,0.052900813,9.683256105
15-03-2011,25.19894965,0.021547919,9.858379968
16-03-2011,27.02626447,0.039725801,9.826932699
17-03-2011,27.96033799,0.060359221,9.989705514
21-03-2011,21.38602419,0.060134736,9.073416921
22-03-2011,23.85086232,0.075945243,9.611905644
23-03-2011,24.31931147,0.028582785,9.861087561
24-03-2011,22.77627488,0.044201886,10.88961858
25-03-2011,23.62711413,0.052317356,9.755511407
26-03-2011,26.5125316,0.03807396,9.737292043
27-03-2011,24.11468196,0.047205982,9.895840595
28-03-2011,26.53913303,0.045363598,10.37379332
29-03-2011,26.47349064,0.049953658,10.56408447
30-03-2011,22.98461454,0.070739632,10.7260723
31-03-2011,24.42522616,0.044562926,10.17748618
1/4/2011,26.03407062,0.047292906,9.093226401
2/4/2011,26.25333978,0.060922584,8.987313922
3/4/2011,28.25168118,0.040341996,10.04180775
4/4/2011,28.43373287,0.060120817,9.663200541
5/4/2011,26.28592243,0.036580667,10.09370828
6/4/2011,27.40818284,0.051244839,9.814714198
8/4/2011,24.95903944,0.021827194,10.22674921
9/4/2011,25.2731808,0.043349379,10.05962183
10/4/2011,25.55715597,0.058015905,9.136993495
11/4/2011,22.63011662,0.078593441,9.264635647
12/4/2011,24.28629563,0.058587283,9.784132543
13-04-2011,25.30241136,0.078173873,9.521503388
14-04-2011,24.57488383,0.068156566,9.820242804
15-04-2011,26.03136184,0.040489376,10.57352097
16-04-2011,23.3543875,0.07297451,9.960797551
17-04-2011,24.39138182,0.050666081,9.240099884
18-04-2011,28.06032605,0.010760554,9.676099162
19-04-2011,23.16280246,0.041403811,10.25181561
20-04-2011,31.11509231,0.024343494,9.049737342
21-04-2011,19.54239919,0.060196455,10.16008673
22-04-2011,24.70697421,0.022378514,9.918237248
23-04-2011,25.2318509,0.048961493,9.407280241
24-04-2011,22.19139226,0.035922032,10.03164643
25-04-2011,21.99272566,0.028304,9.947504067
26-04-2011,25.72996087,0.015706639,10.12350901
27-04-2011,24.07382643,0.044209237,10.54970814
28-04-2011,24.42645583,0.035269918,9.831273933
29-04-2011,25.69349311,0.058826793,10.43297413
30-04-2011,26.18493043,0.028202364,9.835595869
1/5/2011,23.49037902,0.018358974,10.39364383
2/5/2011,24.23559396,0.01972376,9.790581355
3/5/2011,27.70584219,0.023946545,10.5769259
4/5/2011,24.4381488,0.04408926,10.4538849
5/5/2011,28.51628739,0.038104142,9.688309066
6/5/2011,27.15842543,0.068538142,9.936596739
7/5/2011,22.70025183,0.063842396,10.24749104
8/5/2011,25.27166709,0.02957916,10.53308262
9/5/2011,22.42096361,0.076156703,9.124607811
10/5/2011,25.89872304,0.046770228,9.82434417
11/5/2011,25.44048032,0.045740961,10.7583435
12/5/2011,25.76964464,0.063333901,9.946204911
13-05-2011,22.99067885,0.026112317,10.53059604
14-05-2011,24.7540109,0.064081637,10.68984137
15-05-2011,25.04822952,0.062951728,9.534506781
16-05-2011,24.0310051,0.063513144,10.00654827
17-05-2011,23.20642411,0.062284423,9.205757624
18-05-2011,24.24359051,0.035335137,10.16350899
19-05-2011,24.05753287,0.029553805,9.758877631
20-05-2011,24.44991315,0.050228687,10.14077408
21-05-2011,21.0553182,0.05235782,9.868194871
22-05-2011,21.12638688,0.084713246,9.456776389
23-05-2011,25.79355369,0.055693295,10.60435778
24-05-2011,24.19359433,0.01736056,9.357694306
25-05-2011,19.81721331,0.056061765,9.692457767
26-05-2011,26.93214064,0.035953352,10.61041628
27-05-2011,27.95065275,0.034417478,8.781542087
28-05-2011,23.75111141,0.066366252,10.58468647
29-05-2011,24.63209264,0.060284349,10.41399788
30-05-2011,24.02749441,0.063849983,10.47495064
31-05-2011,23.51465021,0.057104677,10.58535626
1/6/2011,25.09557871,0.068236583,9.885925359
2/6/2011,28.36043102,0.05445226,9.516201101
3/6/2011,23.96799805,0.054013799,9.420151811
4/6/2011,24.94638057,0.045717509,9.782097267
5/6/2011,24.18880951,0.087767049,10.03612249
6/6/2011,24.82964723,0.051006951,10.04969726
7/6/2011,26.33898187,0.079323017,9.467074543
8/6/2011,22.79331368,0.041382957,9.760236852
9/6/2011,25.62188087,0.031529887,9.739008706
10/6/2011,29.51597027,0.041788352,10.74686143
11/6/2011,24.30793867,0.081527194,10.23028068
12/6/2011,26.27793999,0.072621934,9.878940114
13-06-2011,18.23825587,0.035090799,10.64955005
14-06-2011,24.88632257,0.036955688,10.4535228
15-06-2011,24.78232433,0.031268681,10.02651235
16-06-2011,25.18637109,0.060006066,9.616408101
17-06-2011,22.16060167,0.021264136,10.38842746
18-06-2011,26.13428286,0.048381528,10.49015511
19-06-2011,25.12757036,0.056255644,9.508009198
20-06-2011,27.06162819,0.046894348,10.47825986
21-06-2011,25.06655182,0.045572516,8.862901474
22-06-2011,27.52303502,0.004009451,10.35359027
23-06-2011,24.3896623,0.086236845,9.836205583
24-06-2011,26.31241024,0.065119744,9.567133414
25-06-2011,24.25724743,0.054296237,10.43053794
26-06-2011,26.1297002,0.066856002,9.853485625
27-06-2011,26.48579365,0.050946418,10.58266793
28-06-2011,22.1123065,0.029528829,11.14608391
29-06-2011,24.64692066,0.053831866,10.1196028
30-06-2011,23.54519058,0.038669705,10.32235758
1/7/2011,21.69251117,0.074967964,9.607197269
2/7/2011,25.4148997,0.092990245,10.1190286
3/7/2011,27.31828584,0.064499582,9.941699359
4/7/2011,26.484163,0.026543383,9.487354609
5/7/2011,25.79073076,0.069169619,10.05650881
6/7/2011,23.58375317,0.070619442,10.40717096
7/7/2011,25.73278007,0.02892556,8.831360453
8/7/2011,24.7128623,0.054641892,9.881716904
9/7/2011,25.17962428,0.063882605,9.496562261
10/7/2011,27.3045476,0.009542532,10.49433546
11/7/2011,26.70340615,0.064423289,10.89368192
12/7/2011,24.0079623,0.05258125,9.987356311
13-07-2011,23.4520899,0.084784466,10.45782563
14-07-2011,26.03129329,0.057136531,9.935002478
15-07-2011,25.10344221,0.007539394,9.393086797
16-07-2011,26.75887656,0.116047594,9.408743857
17-07-2011,24.90681017,0.060306942,10.65616375
18-07-2011,23.91712856,0.061923381,10.0427617
19-07-2011,25.44267875,0.072856505,10.31815081
20-07-2011,24.95282929,0.070654331,9.67737121
21-07-2011,22.87967077,0.072829919,11.03170965
22-07-2011,25.89796229,0.062379976,9.823210291
23-07-2011,27.79302658,0.08204639,10.57793947
24-07-2011,24.84539726,0.0454296,10.13369817
25-07-2011,25.46281668,0.054438514,10.37848672
26-07-2011,28.05604169,0.087496463,10.66331342
27-07-2011,23.86636117,0.088642667,10.81741846
28-07-2011,25.35809901,0.05311997,10.22062914
29-07-2011,23.3694862,0.085895379,9.738474952
30-07-2011,26.30127537,0.052581664,10.12858715
31-07-2011,24.16596785,0.039827405,9.971390891
3/8/2011,23.5334928,0.065557552,9.267099028
4/8/2011,28.98460928,0.081008161,10.24512672
5/8/2011,27.99844206,0.011155974,9.608777701
